finger 1, finger 2, finger 3, finger 4, finger 5, pitch1, roll1, yaw1, pitch2, roll2, yaw2, a1x, a1y, a1z, g1x, g1y, g1z, a2x, a2y, a2z, g2x, g2y, g2z
89,78,18,96,27,8.38,77.87,125.04,-43.93,83.88,6.32,-1.2,7.94,1.71,-0.5,0.06,-0.09,6.7,6.92,0.74,-0.2,0.05,-0.01
89,78,43,93,29,6.37,69.6,107.76,-49.63,84.68,4.51,-1.05,8.78,3.27,-0.2,0,0.01,7.71,6.53,0.61,-0.12,0.02,-0.06
89,78,28,111,36,8.46,72.03,115.74,-45.45,82.48,7.34,-1.32,8.44,2.74,-0.11,0.09,0.06,7.1,6.93,0.91,-0.05,0.02,-0.02
89,78,21,90,65,9.6,70.41,116.76,-46.48,80.51,8.9,-1.58,8.79,3.13,0,0.06,0.07,7.45,6.97,1.17,-0.11,0.04,-0.04
89,78,7,63,78,8.93,70.96,115.73,-46.75,81.13,8.25,-1.43,8.6,2.97,0.07,0.09,0.02,7.35,6.83,1.07,-0.16,0.02,-0.01
89,78,1,33,94,8.47,70.29,113.81,-47.16,83.46,6.03,-1.36,8.6,3.08,0.11,0.1,0.05,7.2,6.64,0.76,-0.13,0.01,-0.04
89,78,10,24,112,8.51,69.13,112.78,-48.91,82.27,6.69,-1.44,8.98,3.42,0.08,0.07,0.07,7.78,6.72,0.91,-0.11,0.01,-0.01
89,79,-5,27,141,10.49,73.73,123.46,-43.8,80.43,9.83,-1.63,8.44,2.46,0.02,0.09,0.02,6.94,7.13,1.2,-0.12,0.05,-0.02
90,78,-16,33,96,9.78,70.72,117.56,-47.08,81.82,7.54,-1.65,9.02,3.16,0.09,-0.01,0.02,7.42,6.83,0.98,-0.14,0.02,-0.06
90,78,30,72,76,10.44,72.01,120.82,-46.11,81.14,8.43,-1.72,8.88,2.89,0.03,-0.03,-0.03,7.32,6.96,1.08,-0.13,-0.02,-0.01
90,78,39,102,90,7.3,71.32,111.8,-47.94,84.23,5.18,-1.19,8.78,2.97,0.06,-0.04,-0.01,7.39,6.64,0.67,-0.13,-0.01,-0.01
90,78,27,123,74,6.85,71.27,110.52,-47.05,83.68,5.85,-1.11,8.76,2.97,0.06,-0.01,0.03,7.3,6.75,0.75,-0.07,-0.02,-0.01
91,78,37,123,67,7.41,70.96,111.74,-46.77,83.08,6.46,-1.24,9.01,3.11,0.02,0.02,0.06,7.4,6.9,0.84,-0.07,0,0
90,78,52,165,90,7.97,73.65,116.44,-45.93,83.22,6.52,-1.29,8.81,2.59,0,0.04,0.03,7.27,6.99,0.83,-0.07,-0.01,0
90,78,28,138,101,7.48,71.72,112.72,-47.78,84.15,5.28,-1.24,8.97,2.96,0.07,0.05,0.04,7.43,6.71,0.69,-0.07,0.03,0
90,78,16,123,110,7.54,72.36,113.6,-47.56,82.41,6.89,-1.23,8.82,2.81,0,0.07,0.07,7.39,6.7,0.89,-0.01,0.02,0
90,79,14,93,96,10.07,74.01,122.81,-44.25,79.94,10.16,-1.62,8.77,2.51,0,0.13,0.09,7,7.07,1.25,0.03,0.02,0.02
91,78,25,93,78,11.28,72.41,123.42,-47.69,78.85,9.99,-1.93,9.22,2.92,-0.03,0.04,0.05,7.79,6.96,1.37,-0.05,0.03,0.02
90,79,19,57,56,9.63,77.43,127.94,-41.92,80.87,10.02,-1.44,8.28,1.85,0.02,0.09,0,6.53,7.18,1.15,-0.09,0.02,-0.01
91,78,18,69,78,7.92,71.83,114.04,-49.4,82.03,6.77,-1.39,9.48,3.11,0.1,0.03,0.08,8.1,6.88,0.96,-0.09,0.01,-0.06
91,78,14,66,42,8.09,73.43,116.5,-45.23,85.61,4.34,-1.36,9.13,2.72,0.04,0.11,0.04,7,6.92,0.53,-0.01,0.01,0.12
90,78,19,63,40,9.05,74.5,120.79,-44.81,81.86,8.11,-1.43,8.64,2.39,0.05,0.03,0.07,6.87,6.85,0.98,-0.02,-0.13,-0.09
91,78,7,33,38,8.31,69.77,112.91,-49.33,80.04,8.45,-1.45,9.32,3.43,-0.12,0.05,0.1,7.74,6.55,1.15,0.05,-0.16,0.04
89,78,-1,33,38,8.95,78.95,129.41,-43.4,78.9,11.51,-1.25,7.77,1.52,-0.02,0.03,0.16,6.74,6.99,1.37,0.01,-0.08,-0.01
89,78,0,-21,-13,8.67,72.81,117.3,-47.67,81.98,7.24,-1.39,8.68,2.69,0.19,-0.02,0.2,7.24,6.53,0.92,-0.03,-0.04,-0.07
89,78,18,-42,6,8.84,73.11,118.16,-48.3,82.36,6.76,-1.42,8.74,2.65,0.01,-0.02,0.17,7.38,6.51,0.87,0,-0.1,-0.09
89,78,34,-60,22,7.97,73.52,116.29,-47.26,82.55,6.83,-1.27,8.67,2.56,-0.01,0.03,0.15,7.27,6.66,0.87,0.01,-0.05,-0.05
89,78,18,-27,22,8.46,72.93,116.89,-47.77,81.95,7.25,-1.37,8.83,2.71,0.01,0.05,0.12,7.42,6.67,0.94,0,-0.02,-0.06
90,78,41,-27,15,9.73,72.09,119.13,-48.52,81.02,7.86,-1.65,9.17,2.96,-0.07,0.04,0.06,7.67,6.69,1.06,-0.03,-0.01,0.01
90,78,52,30,27,10.12,74.99,124.58,-45.94,79.94,9.59,-1.55,8.39,2.25,-0.09,0.07,-0.03,7.08,6.75,1.2,-0.1,0.04,0.06
90,78,18,66,20,9.2,73.41,119.56,-47.51,81.64,7.59,-1.43,8.44,2.52,-0.01,0.02,-0.06,7.17,6.5,0.96,-0.15,0.04,-0.02
90,78,-1,96,29,8.93,72.81,117.99,-48.39,82.08,6.98,-1.41,8.59,2.66,0,0.02,-0.06,7.36,6.47,0.9,-0.17,0.04,-0.02
90,78,14,81,49,9.21,72.59,118.47,-47.96,83.12,6.17,-1.46,8.58,2.69,0,0,-0.03,7.16,6.41,0.77,-0.12,0,-0.05
90,78,28,114,65,9.7,72.28,119.33,-48.3,81.95,7.11,-1.54,8.6,2.75,0.01,-0.06,0.01,7.31,6.45,0.91,-0.1,-0.07,-0.08
90,78,3,96,92,8.73,73.92,119,-47.2,80.95,8.29,-1.35,8.42,2.43,0.02,-0.06,0.03,7.33,6.7,1.07,-0.09,-0.1,-0.1
90,78,19,54,76,10.7,75.72,127.44,-46.19,80.94,8.59,-1.67,8.59,2.19,0.17,-0.09,0.09,7.29,6.9,1.1,-0.19,-0.12,-0.22
91,79,19,21,108,9.41,74.83,122.35,-47.44,81.08,8.11,-1.6,9.3,2.52,0.28,-0.1,0.09,7.81,7.09,1.11,-0.25,-0.09,-0.19
93,80,5,-9,78,8.42,72.65,116.39,-48.18,83.28,5.98,-1.56,10.07,3.15,0.17,-0.06,0.04,8.01,7.11,0.84,-0.24,-0.06,-0.06
93,80,-10,-60,101,6.8,73.9,113.28,-45.76,83.59,6.21,-1.21,9.76,2.82,-0.02,-0.04,-0.05,7.49,7.24,0.81,-0.21,-0.02,0.09
93,80,5,-48,96,6.31,75.84,114.33,-44.77,84.85,5.18,-1.05,9.23,2.33,-0.07,-0.04,-0.09,7.06,7.09,0.64,-0.21,-0.01,0.07
93,79,0,-30,126,5.01,74.86,108.57,-46.17,84.68,5.09,-0.84,9.24,2.5,-0.16,-0.01,-0.09,7.21,6.89,0.64,-0.16,0,0.11
92,78,7,30,87,6.62,76.57,116.54,-44.77,82.82,7.18,-1.04,8.75,2.09,-0.17,0.02,-0.06,6.91,6.91,0.87,-0.12,0.02,0.09
91,78,27,63,110,7.93,76.02,119.96,-45.55,81.47,8.28,-1.24,8.67,2.16,-0.12,0.05,-0.04,7.04,6.83,1.02,-0.1,0.03,0.06
90,78,34,57,103,8.16,75.65,120.07,-46.48,81.62,7.88,-1.29,8.71,2.23,-0.08,0.04,-0.01,7.11,6.68,0.98,-0.09,0.05,0.04
90,78,25,39,96,8.53,76.23,122.22,-45.53,81.55,8.21,-1.35,8.75,2.14,-0.06,0.07,0.02,7,6.8,1.01,-0.07,0.06,0.04
90,79,39,39,87,9.75,78.91,131.77,-42.46,79.99,10.75,-1.5,8.57,1.68,0.02,0.06,0.04,6.67,7.18,1.27,-0.06,0.01,-0.06
91,78,37,21,67,8.67,75.08,120.63,-46.91,81.91,7.5,-1.46,9.27,2.47,0.01,0.01,0,7.51,6.96,0.99,-0.12,0,-0.05
91,78,23,27,76,6.24,74.54,112.29,-47.01,84.5,5.11,-1.04,9.19,2.54,-0.06,0.03,-0.02,7.34,6.81,0.66,-0.11,0.04,0.01
90,78,-1,57,67,5.52,75.56,111.18,-46.33,84.47,5.25,-0.87,8.71,2.24,-0.06,0.09,0.02,7.11,6.75,0.65,-0.04,0.05,0.01
90,78,-12,69,74,6.91,74.29,114.11,-47.41,83.37,6.06,-1.1,8.77,2.47,-0.04,0.13,0.05,7.29,6.65,0.77,0.01,0.08,-0.01
90,78,-5,57,72,8.98,73.64,119.28,-48.05,81.43,7.63,-1.47,8.94,2.63,-0.08,0.13,0.05,7.49,6.66,1,0.01,0.09,0
90,78,-7,51,85,10.08,74.24,123.2,-47.44,80.82,8.33,-1.65,8.96,2.53,-0.14,0.14,0.01,7.39,6.7,1.08,-0.01,0.12,0.04
90,78,12,66,81,10.01,73.73,122.2,-47.58,79.42,9.53,-1.63,8.88,2.59,-0.17,0.12,-0.02,7.46,6.7,1.25,-0.02,0.12,0.07
90,78,28,84,83,10.56,75.92,127.45,-46.09,78.24,11.1,-1.65,8.61,2.16,-0.15,0.09,-0.05,7.29,6.87,1.43,-0.04,0.12,0.08
90,79,50,57,54,11.83,79.77,139.7,-42.96,77.43,13.15,-1.73,8.15,1.47,0.05,0.12,-0.05,6.73,7.06,1.57,-0.14,0.14,-0.07
90,78,32,54,51,9.67,73.79,121.39,-47.64,79.78,9.19,-1.58,8.89,2.59,0.15,0.11,-0.01,7.3,6.55,1.18,-0.16,0.11,-0.13
91,78,10,18,65,10.13,72.81,121.15,-48.29,80.65,8.23,-1.71,9.15,2.83,0.04,0.11,0.06,7.38,6.49,1.07,-0.09,0.05,-0.08
90,78,14,0,38,9.56,74.43,122.11,-46.11,80.88,8.67,-1.56,8.93,2.49,-0.08,0.09,0.08,7.14,6.78,1.09,-0.01,-0.02,-0.04
90,78,14,-30,27,8.54,74.9,119.97,-47.57,80.62,8.48,-1.4,8.97,2.42,-0.04,0.04,0.1,7.6,6.85,1.13,-0.01,-0.03,-0.09
91,78,-1,-6,24,7.9,73.56,116.11,-48.99,80.54,8.13,-1.32,9.1,2.69,-0.03,0.11,0.13,7.84,6.73,1.12,0.04,0.03,-0.06
91,78,23,-9,36,9.98,74.07,122.66,-48.14,79.61,9.18,-1.66,9.07,2.59,-0.03,0.18,0.18,7.6,6.7,1.23,0.12,0.06,-0.06
90,78,46,12,47,10.95,75.06,126.89,-46.96,77.1,11.78,-1.8,8.99,2.4,-0.05,0.23,0.18,7.52,6.85,1.57,0.14,0.11,-0.04
90,78,37,36,72,11.05,76.35,129.61,-46.05,76.59,12.6,-1.75,8.69,2.11,-0.02,0.28,0.16,7.25,6.8,1.62,0.15,0.16,-0.06
91,78,48,48,72,10.72,74.52,125.34,-48.08,77.73,10.8,-1.84,9.39,2.6,-0.02,0.29,0.2,7.68,6.74,1.47,0.2,0.16,-0.06
91,78,84,57,92,11.69,74.77,128.23,-47.61,76.26,12.23,-1.96,9.16,2.49,-0.11,0.36,0.2,7.65,6.79,1.66,0.25,0.21,0.04
90,78,73,87,90,12.27,76.15,132.25,-46.43,75.5,13.4,-1.99,8.88,2.19,-0.11,0.4,0.22,7.4,6.81,1.76,0.28,0.22,0.04
91,79,70,99,56,14.03,75.8,135.52,-42.78,73.91,16.67,-2.38,9.22,2.33,-0.06,0.4,0.17,7.11,7.38,2.13,0.23,0.24,0.01
91,78,70,51,63,12.83,75.76,132.8,-46.79,75.51,13.22,-2.16,9.19,2.33,0,0.33,0.05,7.69,7,1.81,0.07,0.29,-0.04
91,78,61,48,58,11.38,72.84,124.29,-48.94,78.76,9.64,-1.93,9.16,2.83,-0.08,0.36,0,7.57,6.47,1.29,0.05,0.31,0.04
90,78,25,36,54,10.11,73.65,122.36,-49.44,79.32,9.02,-1.61,8.64,2.54,-0.18,0.37,0.02,7.58,6.37,1.2,0.1,0.28,0.07
90,78,9,-54,42,11.08,74.1,125.56,-48.2,79.14,9.56,-1.8,8.82,2.51,-0.17,0.37,0.05,7.55,6.63,1.27,0.11,0.28,0.06
90,78,16,-75,51,11.36,76.43,130.57,-46.21,79.2,10.19,-1.81,8.76,2.11,-0.13,0.37,-0.01,7.28,6.85,1.31,0.04,0.3,0.07
90,78,18,-45,45,9.99,74.85,123.97,-47.82,80.94,8.12,-1.62,8.86,2.4,-0.09,0.3,-0.04,7.31,6.55,1.04,0.01,0.26,0.06
90,78,7,-81,15,8.06,74.88,118.5,-46.9,81.89,7.52,-1.27,8.67,2.34,-0.12,0.28,0.03,7.11,6.58,0.94,0.05,0.21,0.05
90,78,19,-90,2,9.83,75.85,125.33,-46.23,81.1,8.43,-1.57,8.77,2.21,-0.08,0.24,0.1,7.14,6.76,1.06,0.06,0.15,0.01
90,78,37,0,6,9.33,75.32,122.94,-47.14,82.09,7.27,-1.5,8.83,2.31,-0.06,0.18,0.07,7.22,6.64,0.92,0.02,0.11,0
90,78,43,18,15,7.72,75.34,118.16,-46.81,82.38,7.1,-1.16,8.27,2.16,0.01,0.18,0.07,7,6.51,0.87,0.01,0.12,-0.07
90,78,36,18,36,6.17,72.68,109.95,-49.6,84.64,4.54,-0.99,8.74,2.72,0.05,0.18,0.12,7.51,6.36,0.6,0.05,0.11,-0.11
90,78,37,45,83,7.97,75.3,118.89,-46.63,83.84,5.79,-1.27,8.8,2.31,0.06,0.21,0.17,7.2,6.76,0.73,0.09,0.1,-0.17
91,78,50,42,110,9.72,75.37,124.13,-46.89,81.56,7.82,-1.64,9.28,2.42,0.07,0.19,0.14,7.55,6.99,1.04,0.05,0.08,-0.17
91,79,52,3,108,9.11,76.14,123.8,-46.38,81.03,8.45,-1.54,9.33,2.3,0.03,0.14,0.13,7.53,7.08,1.12,0.03,0.04,-0.11
91,80,46,30,114,9.24,76.22,124.33,-45.69,82.28,7.47,-1.58,9.45,2.32,0,0.08,0.16,7.31,7.07,0.96,0.02,-0.02,-0.1
91,80,55,30,85,9.52,75.83,124.4,-46.19,82.06,7.55,-1.64,9.47,2.39,-0.11,0.03,0.13,7.4,7.03,0.98,0.02,-0.07,0.02
90,79,59,66,81,7.64,76.33,119.59,-45.91,81.68,7.97,-1.19,8.63,2.1,-0.08,-0.02,0.07,7.14,6.85,1,-0.06,-0.08,0.02
91,78,43,90,85,6.64,75.08,114.32,-47.37,84.6,4.95,-1.09,9.07,2.42,-0.05,-0.02,0.1,7.24,6.63,0.63,-0.05,-0.08,-0.03
91,78,37,120,96,8.06,75.35,119.24,-46.75,81.91,7.55,-1.32,9.05,2.37,-0.13,0.01,0.07,7.3,6.8,0.97,-0.02,-0.06,0.06
90,78,27,108,38,7.54,76.26,119.14,-46.46,81.4,8.09,-1.19,8.77,2.14,-0.1,0.03,0.02,7.18,6.74,1.02,-0.08,0,0.05
90,78,14,72,27,7.83,77.18,121.8,-45.92,81.56,8.09,-1.26,8.94,2.04,-0.1,0.05,0.03,7.04,6.75,1,-0.06,0.01,0.05
90,78,1,72,31,11.01,78.86,135.2,-44.15,79.04,11.08,-1.72,8.7,1.71,-0.1,0.07,0,6.88,6.96,1.35,-0.09,0.02,0.05
90,78,-1,57,33,10.44,77.35,130.08,-45.77,78.85,10.66,-1.66,8.81,1.98,-0.09,0.05,-0.07,7.12,6.8,1.34,-0.16,0.04,0.04
90,78,-30,69,29,10.04,77.69,129.73,-44.56,80.06,9.95,-1.58,8.7,1.9,-0.09,0.03,-0.09,6.77,6.77,1.19,-0.17,0.04,0.05
90,78,-28,60,92,9.26,78.56,129.4,-45.04,79.08,10.71,-1.4,8.41,1.7,-0.03,0,-0.11,6.96,6.82,1.32,-0.22,0.05,0
90,78,-27,96,110,9.2,77.54,126.91,-45.53,80.93,8.8,-1.41,8.48,1.87,0.05,0,-0.1,6.89,6.68,1.07,-0.23,0.04,-0.06
90,78,18,102,153,9.93,75.82,125.55,-46.53,80.51,8.88,-1.53,8.5,2.15,0.09,-0.04,-0.07,6.86,6.42,1.07,-0.22,-0.01,-0.09
90,78,46,99,191,10.32,76.5,127.97,-46.31,80.4,9.05,-1.56,8.31,1.99,0.13,-0.12,0.01,6.87,6.47,1.09,-0.19,-0.11,-0.15
90,78,75,90,168,7.96,74.83,118.13,-47.45,82.12,7.17,-1.27,8.79,2.38,0.17,-0.14,0.1,7.31,6.64,0.92,-0.16,-0.17,-0.24
91,79,68,87,166,7.2,75.93,117.45,-46.72,83.78,5.83,-1.22,9.36,2.35,0.16,-0.14,0.18,7.56,7.07,0.77,-0.1,-0.22,-0.25
91,80,72,84,153,7.02,77.83,120.29,-44.69,82.86,7.16,-1.24,9.82,2.12,0.17,-0.15,0.2,7.45,7.47,0.94,-0.07,-0.22,-0.24
93,80,32,48,92,6.91,75.95,116.52,-46.19,84.19,5.54,-1.27,10.18,2.55,0.02,-0.16,0.19,7.72,7.37,0.75,-0.03,-0.24,-0.11
93,80,23,66,9,4.81,79.04,113.89,-43.81,84.09,6.13,-0.81,9.41,1.82,-0.03,-0.12,0.2,7.14,7.4,0.77,0,-0.21,-0.07
93,80,32,51,22,8.79,77.5,125.54,-44.71,81.48,8.51,-1.56,9.83,2.18,-0.09,-0.14,0.22,7.38,7.37,1.1,0.02,-0.25,-0.03
93,80,16,57,29,8.82,77.74,126.14,-44.95,81.75,8.19,-1.47,9.23,2.01,-0.13,-0.16,0.09,7.32,7.26,1.05,-0.08,-0.21,0.04
93,79,36,63,49,4.11,76.52,107.12,-46.49,85.62,4.15,-0.68,9.21,2.21,-0.11,-0.13,0.08,7.26,6.87,0.53,-0.08,-0.16,0.05
93,78,55,63,51,6.44,77.42,117.39,-45.73,84.39,5.44,-1.06,9.15,2.04,-0.16,-0.09,0.12,7.17,6.95,0.68,-0.02,-0.15,0.1
93,78,72,21,90,8.28,74.4,118.43,-48.01,83.76,5.59,-1.4,9.23,2.58,-0.19,-0.13,0.06,7.49,6.7,0.73,-0.04,-0.16,0.15
92,78,50,24,92,6.76,75.08,114.72,-46.17,83.65,6.06,-1.08,8.83,2.35,-0.28,-0.1,0,7.03,6.71,0.75,-0.06,-0.14,0.21
91,78,81,6,105,7.2,79.24,124.08,-43.64,81.75,8.56,-1.04,8.1,1.54,-0.17,-0.12,0.02,6.63,6.88,1,-0.11,-0.16,0.09
90,78,50,-9,65,7.95,75.01,118.37,-48.48,81.89,7.12,-1.18,8.15,2.18,0.05,-0.15,0.02,7.25,6.35,0.91,-0.19,-0.11,-0.07
90,78,50,-12,45,6.27,74.05,111.79,-47.69,83.43,5.95,-0.94,8.24,2.35,0.12,-0.1,0.11,6.92,6.26,0.72,-0.12,-0.08,-0.14
90,78,32,30,54,10.37,79.21,134.33,-43.02,81.53,8.97,-1.52,8.16,1.56,0.26,-0.16,0.17,6.47,6.86,1.02,-0.08,-0.19,-0.3
90,78,27,24,65,12.71,83.07,151.85,-46.79,81.98,7.46,-1.98,8.72,1.06,0.75,-0.29,0.12,7.46,6.94,0.98,-0.22,-0.23,-0.47
92,78,12,39,20,5.43,71.83,106.96,-53.01,85.46,3.41,-1.07,10.66,3.5,0.59,-0.36,0.09,8.83,6.63,0.53,-0.18,-0.27,-0.23
93,79,28,51,38,6.78,74.81,114.4,-47.37,85.86,3.8,-1.29,10.48,2.84,0,-0.22,0.09,7.71,7.08,0.51,-0.06,-0.3,0.06
93,80,1,42,65,8.82,79.06,129.26,-44.71,81.92,8.08,-1.43,9.08,1.75,-0.17,-0.23,0.09,7.01,7.01,1,-0.08,-0.34,0.12
92,79,-12,27,65,8.75,76.65,123.67,-47.02,80.93,8.36,-1.3,8.22,1.95,-0.17,-0.27,0.07,6.88,6.33,1.01,-0.15,-0.39,0.05
91,78,1,45,56,8.85,77.62,126,-48.4,82.89,6.27,-1.33,8.34,1.83,-0.09,-0.29,0.15,7.04,6.2,0.77,-0.19,-0.39,-0.05
93,78,21,96,74,9.02,69.95,114.84,-53.95,80.18,7.08,-1.69,10.02,3.66,-0.31,-0.33,0.1,8.66,6.21,1.07,-0.07,-0.4,0.18
92,79,32,96,60,9.53,81.18,137.58,-42.36,77.22,13.64,-1.36,8.01,1.24,-0.33,-0.17,-0.02,6.7,7.17,1.63,-0.16,-0.18,0.29
90,78,27,96,56,8.23,82.74,138.88,-43.78,80.67,9.6,-1.13,7.75,0.99,0.02,-0.2,-0.04,6.5,6.69,1.1,-0.3,-0.14,-0.05
91,78,41,69,38,8.4,75.3,120.2,-49.04,84.19,5.02,-1.4,9.17,2.41,0.07,-0.11,-0.01,7.47,6.45,0.66,-0.23,-0.1,-0.11
91,78,50,81,31,5.88,73.53,109.96,-50.54,83.86,5.04,-1.05,9.77,2.89,-0.08,-0.04,-0.07,8.23,6.74,0.73,-0.15,-0.02,0.03
91,78,30,15,18,5.64,76.49,112.94,-47.88,83.22,6.1,-0.94,9.21,2.21,-0.16,0.1,-0.13,7.76,6.96,0.83,-0.12,0.14,0.12
90,79,21,15,47,6.15,78.36,118.09,-46.55,83.49,6.13,-0.98,8.95,1.84,-0.03,0.2,-0.11,7.44,7.01,0.8,-0.1,0.24,0.02
91,78,27,48,31,6.8,74.9,114.6,-48.66,83.4,5.78,-1.18,9.56,2.58,-0.02,0.3,-0.07,7.76,6.79,0.79,-0.02,0.31,0
91,78,27,69,33,7.49,75.72,118.07,-47.51,82.1,7.17,-1.28,9.45,2.41,-0.13,0.34,-0.02,7.57,6.87,0.95,0.06,0.29,0.05
90,79,16,75,36,11.69,78.44,135.92,-45.28,79.83,9.91,-1.89,8.97,1.83,-0.09,0.3,-0.05,7.25,7.06,1.27,0.01,0.26,0.04
90,78,18,114,47,12.56,76.62,133.92,-46.97,79.83,9.36,-1.98,8.67,2.06,-0.04,0.2,-0.16,7.28,6.69,1.2,-0.14,0.24,0.05
90,77,16,168,40,9.1,74.35,120.69,-49.76,84.66,4.51,-1.34,8.03,2.25,0.04,0.11,-0.23,7.05,5.94,0.56,-0.25,0.2,0
88,76,37,156,56,1.59,73.14,95.47,-49.32,90.36,-0.31,-0.22,7.68,2.33,0.09,0.11,-0.05,6.57,5.65,-0.04,-0.12,0.07,-0.11
88,76,57,144,31,0.52,75.43,92.07,-48.96,90.4,-0.35,-0.08,8.4,2.18,0.14,0.14,0.28,7.07,6.16,-0.04,0.14,-0.05,-0.28
89,77,59,147,40,7.3,76.39,118.55,-47.93,84.29,5.13,-1.28,9.74,2.36,0.09,0.17,0.41,7.98,7.16,0.72,0.26,-0.07,-0.24
90,78,68,111,38,9.16,79.44,131.34,-45.1,81.73,8.16,-1.63,9.94,1.85,0.03,0.18,0.26,7.81,7.7,1.12,0.14,0.04,-0.13
91,78,64,39,31,4.27,76.95,108.3,-49.15,85.62,3.78,-0.72,9.43,2.19,0,0.2,0.18,7.65,6.59,0.51,0.1,0.16,-0.05
91,77,43,15,51,-2.01,71.52,83.67,-53.52,96.5,-4.79,0.34,9.1,3.04,-0.2,0.35,0.55,7.06,5.19,-0.59,0.53,0.13,0.08
90,78,16,27,72,6.34,79.91,122.36,-40.25,85.66,5.11,-1,8.85,1.58,-0.42,0.4,0.86,5.97,7.03,0.53,0.89,-0.12,0.11
90,80,16,12,72,14.5,90.23,-179.12,-36.44,76.61,17.41,-2.17,8.39,-0.03,-0.22,0.27,0.63,6.53,8.6,2.05,0.56,-0.14,-0.11
91,80,14,39,67,10.69,79.9,137.13,-44.9,81.7,8.24,-1.8,9.4,1.67,-0.01,0.12,0.2,7.47,7.42,1.08,0.1,0.01,-0.13
91,79,9,6,76,3.26,74.73,102.21,-50.42,90.04,-0.04,-0.54,9.2,2.51,-0.12,0.09,0.07,7.52,6.22,0,0.03,0.05,0.05
90,78,34,27,60,0.06,74.88,90.24,-48.22,93.2,-2.85,-0.01,8.53,2.3,-0.19,0.13,0.19,6.83,6.09,-0.34,0.16,0.02,0.1
91,77,34,18,65,0.43,67.32,91.13,-53.58,94.03,-2.97,-0.08,9.62,4.02,-0.41,0.1,0.32,7.81,5.75,-0.4,0.32,-0.08,0.23
89,78,30,-27,67,8.83,83.57,144.21,-37.43,84.41,7.26,-1.24,7.9,0.89,-0.58,0.13,0.28,5.77,7.5,0.74,0.23,-0.21,0.2
89,80,28,-75,67,8.26,86.52,157.3,-40.85,84.14,6.73,-1.28,8.77,0.53,-0.19,-0.06,0.13,7.12,8.19,0.84,-0.11,-0.17,-0.17
91,80,25,-60,47,5.91,78.03,116.54,-46.73,90.37,-0.35,-1.06,10.04,2.13,0.09,-0.13,-0.02,7.78,7.33,-0.05,-0.29,-0.08,-0.18
93,79,18,-81,22,0.23,73.34,90.81,-49.54,94.78,-4.06,-0.05,10.79,3.23,-0.11,-0.14,0.09,8.2,6.96,-0.58,-0.06,-0.19,0.08
94,80,-7,-72,27,2.86,72.43,99.38,-48.73,90.73,-0.64,-0.56,10.7,3.39,-0.49,-0.16,0.14,8.17,7.17,-0.09,0.02,-0.32,0.41
93,82,-9,-27,22,6.15,88.02,162.25,-33.79,85.5,6.68,-0.91,8.39,0.29,-0.39,-0.13,0.08,5.78,8.62,0.68,-0.08,-0.3,0.3
93,81,9,-15,20,0,78.16,90,-46.92,93.26,-3.04,0,9.16,1.92,0.07,-0.38,0.04,7.48,6.99,-0.4,-0.27,-0.29,-0.08
94,79,16,39,27,1.67,68.73,94.59,-55.99,100.21,-6.82,-0.34,10.81,4.21,-0.2,-0.32,0.19,8.77,5.83,-1.05,-0.01,-0.39,0.26
94,78,9,36,60,-5.01,70.64,75.2,-53.12,95.11,-3.82,0.88,9.49,3.34,-0.57,-0.19,0.18,8.71,6.51,-0.58,0.16,-0.38,0.68
92,79,12,51,58,-0.27,78.2,88.66,-36.93,93.38,-4.49,0.04,7.85,1.64,-0.28,0.04,0.26,5.49,7.29,-0.43,0.1,-0.22,0.44
90,80,37,45,67,0.99,81.53,96.69,-42.28,90.33,-0.36,-0.13,7.27,1.08,0.03,-0.3,0.23,6.45,7.1,-0.04,-0.1,-0.37,-0.18
91,78,21,36,65,-0.16,67.91,89.58,-54.2,100.83,-7.72,0.03,9.63,3.91,0.12,-0.35,0.2,8.32,5.89,-1.13,-0.12,-0.37,-0.27
91,78,21,24,92,-2.4,67.8,83.68,-54.43,98.48,-6.02,0.44,9.8,4,-0.11,-0.29,0.15,8.79,6.22,-0.93,-0.04,-0.31,0.03
90,78,-3,45,85,-3.46,73.88,77.73,-47.03,98.03,-7.41,0.54,8.61,2.49,-0.08,-0.16,0.13,7.25,6.69,-0.94,-0.04,-0.24,0.03
90,78,18,36,119,0.31,74.01,91.12,-47.19,95,-4.61,-0.05,8.94,2.56,0.07,-0.15,0.12,7.51,6.93,-0.61,-0.16,-0.21,-0.11
91,78,-10,30,105,-1.96,71.34,83.88,-50.59,98.47,-6.9,0.34,9.53,3.22,0.04,-0.19,0.01,7.95,6.46,-0.96,-0.21,-0.18,-0.02
91,78,-3,51,105,-4.55,69.87,76.99,-51.08,101.7,-9.3,0.81,9.52,3.49,-0.13,-0.14,0.04,7.91,6.25,-1.3,-0.14,-0.16,0.1
90,78,0,30,108,0.63,75.96,92.61,-46.4,94.68,-4.44,-0.1,8.84,2.21,-0.11,-0.06,0.06,7.33,6.96,-0.57,-0.12,-0.18,0.07
91,78,30,39,94,-1.34,72.44,85.57,-49.12,95.64,-4.86,0.23,9.17,2.9,0.1,-0.17,-0.03,7.65,6.59,-0.65,-0.21,-0.1,0.05
91,78,9,39,72,-0.64,69.11,88.2,-53.12,99.48,-7.04,0.12,9.78,3.73,-0.01,-0.2,-0.02,8.2,6.06,-1.01,-0.16,-0.13,0.17
